place_name,reviewer_name,reviewer_link,reviewer_image,rating,date,text,photos,likes_count
Mayadevi Temple,Carlo R. Carranza,https://www.google.com/maps/contrib/116915930855212776826/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU2s0icUGdSfPT9IAgUlPciuMRZzzoDcIEA7SIUY5CKi4aYwbW9=w36-h36-p-rp-mo-ba7-br100,5,2 months ago,"An extraordinary and holy place where Lord Buddha was born. I've been to Lumbini many times, and each visit feels special. The serene gardens and ancient ruins, especially the Maya Devi Temple, create a peaceful atmosphere for reflection and meditation.","https://lh5.googleusercontent.com/p/AF1QipOZ1vhYmrRscLHJQbvjxZTD3eWzv91u5ndj44fj=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPNdftWIK7h9b6icl2AtsLWmChhvspjNO0_a0Uw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM8mO2EhA_1vg_0ee0kdr54IhqO6uKSrZUsFxsQ=w300-h225-p-k-no",0
Mayadevi Temple,SURYEGMI,https://www.google.com/maps/contrib/110152646799345591835/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV28Eer8FC4ErVF1zDQfqpI_efbZKjjABFvrrPkXJwkmx_RbB12=w36-h36-p-rp-mo-ba4-br100,5,5 months ago,"Lord Siddhartha Gautam( Buddha) was born here!
very peaceful temple with quiet ambience, vibes & relaxing environment . Best place to meditate if you're here","https://lh5.googleusercontent.com/p/AF1QipNsUa0TRKpmkOB8lO6A_TEwUit7jmSFASH012Yc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOHbNIMiQtieMSVJtKEsJw0ekGzh3tgDVapAnCX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMwCKaCtNcgI3CafSu1QJEO2h7HxQtDplmd97Os=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMsIx-Vy49Kh22190XVsJjzzlfqKrJbEtsMeCpO=w300-h225-p-k-no",0
Mayadevi Temple,mark ng,https://www.google.com/maps/contrib/101468650809535939705/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVbclpKD-lUjhQS8JCqhf61UV6bQ7d8yrHlz842zZpwTlmwDXRzdw=w36-h36-p-rp-mo-ba5-br100,5,2 months ago,"Birthplace of Buddha, reached there at night and didn’t get to enjoy the view, manage to visit the stone marker, do remember that photos are not allowed inside","https://lh5.googleusercontent.com/p/AF1QipO6iaaIZc6_kh0VI_-vJMxdp38IGMvoa0NYpQBI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcZ8j9iJ7_r0bun5sbJztnprcJSzX2KfyBFIv5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipODCsR76vGsfH6onheFj_FL0P1GE_8DO3NSwJD3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPi995I-6H6UXRIZrwmXWB-IW87IUQo853Hicc6=w300-h225-p-k-no",0
Mayadevi Temple,Vineet Singh,https://www.google.com/maps/contrib/111199334915029943227/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVtGS-98c7B07SdaBnza82hER4HFK4cD2APk_hlTL_tSQzT-3A=w36-h36-p-rp-mo-ba5-br100,5,6 months ago,"Maya Devi Temple is an ancient Buddhist temple situated at the UNESCO World Heritage Site of Lumbini, Nepal. It is the main temple at Lumbini, a site traditionally considered the birthplace of Gautama Buddha. The temple stands adjacent to a sacred pool (known as puskarni) and a sacred garden. The archaeological remains at the site were previously dated to the third-century BCE brick buildings constructed by Ashoka. A sixth-century BCE timber shrine was discovered in 2013.

I had visited there few months back during my Nepal tour. You can please visit my YOUTUBE/INSTAGRAM for detailed videos of my Nepal tour and travel tips:
YouTube: Serioustalk1187
Instagram: Vineetsingh411","https://lh5.googleusercontent.com/p/AF1QipOreJIFW4xMX3MdD7ryAZiJkXi39uFDCenPzVOG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO_x3hBS-B4RVEWNrcl4DZVwWnwPun0XhxuFlk7=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPy70_rBPQelteCeQBTN_XSeFjVrY_ixkm_2sce=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOK93-IM_kjLkec_Ml80KScy7Ck8r08bU1Cl5wg=w300-h225-p-k-no",0
Mayadevi Temple,Gunnar Caya,https://www.google.com/maps/contrib/104163309905639232697/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUByF3wt47G26x7lSn67jPpKAyxZmHE5lwx3YLFn0elQaGZB1w=w36-h36-p-rp-mo-ba6-br100,5,7 months ago,"You don't have to be Buddhist to appreciate what an incredible place this is. To think, over 2500 years ago one of the most influential people every to walk this earth was born here. Although you can't walk in His footsteps (he was a baby after all) the realization that you are in the same place that He once was is a pretty surreal experience.

There is a fee to get in, as well as a fee to take photographs on an actual camera (which is quite high actually). No shoes are permitted inside the grounds and they will likely take your water bottle before you enter. But that's okay. This place is absolutely worth seeing if you have the chance. I feel blessed that I did.","https://lh5.googleusercontent.com/p/AF1QipNT0UfbDxlC-4qPb478bmvXinyC6MUX9TT-2tfB=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOx0ot_oWa75A0xTcq5EKG1LUt3hUldbRNrODA3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMlCETeZKpd7qpo3ZlnQ_TrJcjRT76J_cz_iUL2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNQ8czMFuOERa0mJbEQ2-TLZDDrtPJWkSGpg7-U=w300-h225-p-k-no",2
Mayadevi Temple,SiM GiLL,https://www.google.com/maps/contrib/103970728849330134042/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXq3S30Z8RKSclWl1eV-CW_aEjn0AjddWQmlN-Q-o4j2H7Opr3n=w36-h36-p-rp-mo-ba5-br100,5,10 months ago,One of the most peaceful and divine places I have ever visited in my life. The vibe and the aora of this place is very compelling. Beautifully conserved and maintained the temple surrounded by the ruins is a very surreal experience.inside the temple you find the exact place where sidharth was born.people from all around world visit it and no photographs are allowed inside the main temple.As the birthday place of lord Buddha it is one of the most important places in Buddhism. One should visit this place if visiting Nepal.,"https://lh5.googleusercontent.com/p/AF1QipPBxoYmEz9FHk-iV52D2APww2efCK7Ri7nwtjjd=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNVDgsFsqd-YbH0UGZh5HF-W6eMynipy1op8mdE=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMB_LbWUDr63jFhAmDJxp5Od9AqcbzItUk6QQdV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPz7xHGEnc18Kjuuq4SJIylKIc_f907-SS_Q2MS=w300-h225-p-k-no",3
Bala Guru Sadananda,xanxal dahal,https://www.google.com/maps/contrib/103370009487056280590/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXFKxMYXRAv2hgRClytLUYHADCEhQQNvlfEUv3wm1tDvUGli61L=w36-h36-p-rp-mo-ba3-br100,3,a year ago,its an inspiration place but the politics of that place i hate it,,1
Bala Guru Sadananda,BHANU BHAKTA SHRESTHA,https://www.google.com/maps/contrib/111393193026681346144/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWlw2ovm9uuFKuGPZz15S5u3AfzwpNRSzRmkbxKD4hQVWqtU6nx=w36-h36-p-rp-mo-ba5-br100,5,9 months ago,The place of Bala guru shadananda,,0
Bala Guru Sadananda,Sushil Chandra Lamsal,https://www.google.com/maps/contrib/118352291548190834802/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVADgdkuGn1UC-CBDj15SdiU4QCJClEqrstrzmmKfBwqXv8gVcJCw=w36-h36-p-rp-mo-ba6-br100,4,a year ago,Serene.,,0
Bala Guru Sadananda,Sudip Lamsal,https://www.google.com/maps/contrib/100295374518361025348/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWSocKasLU_kdYLfvabwiVJG2k2cgkbkIfmn09LU4FIwiBMtPif=w36-h36-p-rp-mo-br100,3,2 years ago,,,0
Bala Guru Sadananda,Tej Rai,https://www.google.com/maps/contrib/101643496946436033582/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocINQAZYDH0ZzFDVeXrShtftypYWpcaGdhg4U0RpGm-dcLzFww=w36-h36-p-rp-mo-br100,1,2 years ago,,,0
21st century art gallery,Angela Painter,https://www.google.com/maps/contrib/115548214371104497335/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVsBeyIZG2Ph0fSCMOvyfb7If9U7avqbJM0vQ2e1WKIVfpmF_ac4g=w36-h36-p-rp-mo-br100,5,7 months ago,"I brought home to Canada a beautiful painting of Annapurna from 21st Century Art Gallery, I absolutely LOVE IT!
Pramod was very professional and wrapped the painting up well for the long trip back to Canada.
I highly recommend 21st Century Art Gallery if you are considering bringing home an art piece!","https://lh5.googleusercontent.com/p/AF1QipOlzcsvjUpgNcj5yXebP1teESS_0WnSUIykGe7L=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMEaalifq0jWo_i24mPhJnl1SZdgPC0T51Vc3Iw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPH_FbwdBjrg4XhFWwfSSdpR0fYJysDztD_WFWf=w300-h225-p-k-no",1
21st century art gallery,Will,https://www.google.com/maps/contrib/111080056510815899014/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWukexj6vJrNs3Bc6qyTZ3vqLuT-1Hucx0fK9hX9KQjKi_yg8GI=w36-h36-p-rp-mo-br100,5,4 years ago,"I purchased a painting whilst visiting from the UK after a long trek. Run by two brothers, a family enterprise, you are welcomed with a smile when you arrive in. I did not think I would buy anything, I was 22. But I did in the end, to my suprise. It was carefully wrapped and it made it back to the UK in my luggage, no issues.
I love my painting! They are very talented painters, not that I know much really; but its definately worth a visit whilst wandering around Thamel.",,2
21st century art gallery,Daniel Kögler,https://www.google.com/maps/contrib/105614965965590506093/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXGKGU95qq_PRLJgTtjtxBxm9Wv4nFbeYk-HpGNIxCiJwfUedDSng=w36-h36-p-rp-mo-ba3-br100,5,3 months ago,Most beautiful arts in Kathmandu!,,0
21st century art gallery,Pratham Raj Bajracharya,https://www.google.com/maps/contrib/104328061199659113070/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVlcztb_KkQz-iftEutRhPXmUIi6QpwOm8q0HMgEf3VJFX4rJ4y=w36-h36-p-rp-mo-ba3-br100,5,6 years ago,"Manoj, Pramod and Gunjan are very talented artist in kathmandu. They are versatile in their field of painting. You must visit this family artists.",,2
21st century art gallery,BK ART Gallery,https://www.google.com/maps/contrib/107517634391381042499/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWW8iiahzvutHqYzuwnx5sJxRbwKqOg0O8-9lGeSaA-1oPFhnY=w36-h36-p-rp-mo-ba4-br100,5,2 years ago,Nice for art.,,1
21st century art gallery,Tyler Kunz,https://www.google.com/maps/contrib/106711325460778625295/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXwmh_0sGUkx16CVr8h617NriwqtPOT98pMs4Faagz1vydYN8jgEA=w36-h36-p-rp-mo-ba2-br100,5,7 months ago,,,0
21st century art gallery,Lisa Schäfer,https://www.google.com/maps/contrib/117632094520217830478/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJ7OYSe3G4xgI4lTUOuIbY3tK6Suhl-ytKnuFajD5DyQJpUGrA=w36-h36-p-rp-mo-br100,5,a year ago,,,0
21st century art gallery,adrian yonzon,https://www.google.com/maps/contrib/109254987966902586997/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWWN6lv9FPPHt7hnR8OuGXYnPw4DPLPu40dXn4kh-0V_SVIxm9Z=w36-h36-p-rp-mo-br100,5,2 years ago,,,0
3D Art World - Interactive Museum,Sakar Shrestha,https://www.google.com/maps/contrib/102247146088601285597/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK9WfGXG99I1BYlf3t-vVJrKywbQkLMmBsSAW2B1HesKP1d0g=w36-h36-p-rp-mo-ba3-br100,3,a year ago,"I find the place just fine. Area is not that big and span across 3 floors. A bit congested when there is even mild crowd. Good thing is they tried to explain and even have few staff in few rooms to explain and guide on taking photos in better way. But the lighting effects are not proper, placement of AC and light switches disturbs the better view. Would have been better if this is somewhere in mall than in a far place surrounded by residential areas.","https://lh5.googleusercontent.com/p/AF1QipPHDMxnlWT5n3Lzz-Cl02tO1p5miEUTPKfwMMGw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNph5fAMgOX_qCaxu9FLQ3tXQwinfyd5elLaMUT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMxD4bojH-fW-OQ_QKkf6zjXMxJ1uNncHBJI51_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOyrXIW9MAGvFucn3D_PJSER-rxtVkPSFyl-_Cm=w300-h225-p-k-no",0
3D Art World - Interactive Museum,Bijaya Bhandari,https://www.google.com/maps/contrib/103429307234260224361/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXazuG_Qq4qFRLJGh8ej5AfBaYFLk5pv7wgS50b8SuC__bDbEyNTg=w36-h36-p-rp-mo-ba4-br100,2,6 months ago,"I found this place not so intresting
Charges are high
Even they don't have fonepay or nepal pay
They accept banking transfer
Which costs extra","https://lh5.googleusercontent.com/p/AF1QipPOc8TKS7b_8PTTMo5GNuELqgYEQiw52b7OmB7Z=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNpssuCSdRyBRD4_B3V0QYroz6A-M0IuaY4MqOT=w300-h450-p-k-no",0
3D Art World - Interactive Museum,Sundar Devkota,https://www.google.com/maps/contrib/115538624462047750430/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXdJqAJC-QJUqCljbp8TcXbk5pSbHjGpFbzPSUydS-9gPRI4ed9=w36-h36-p-rp-mo-ba4-br100,4,3 months ago,This Museum is best for kids in one say outing in kathmandu valley .,https://lh5.googleusercontent.com/p/AF1QipMzMvKLtKaMA4qhaoVsRfd7kia57cNO8WdTMiLg=w600-h450-p-k-no,0
3D Art World - Interactive Museum,Dr niroj karki,https://www.google.com/maps/contrib/114393920698539132504/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUY1IUAz5h6JuBBr2QL72kWAOF34Mz_iUi4s9h4q2RG-Hl2LXY=w36-h36-p-rp-mo-ba2-br100,5,a year ago,it's best for family trip with young child ...such a nice joyful environment ...great to collect memories with family,"https://lh5.googleusercontent.com/p/AF1QipPO4h2rypi_vk-iL5ZQuRJhSYs5AcypbSDUJ1pn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOU8iGf4ah3N4Z5czmBNaz8gPa4EhHrgJkog_uU=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPjGiQ9--0Eca4rFuzuhLIRuW9qIDLfAGlxv7Iw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPqiOr6aud-GoLq0iBJDFZaVvIy61LjmuX0mWjP=w300-h225-p-k-no",0
3D Art World - Interactive Museum,Ajay Adhikari,https://www.google.com/maps/contrib/114585121330891085331/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLLSVazcayyG7VfcnCyTga3ZZL5LKRNIbYfQEr96YDeL0AEmQ=w36-h36-p-rp-mo-br100,4,5 months ago,"With kids- one time visit, an hour plus will pass by, take photos, let kids enjoy.
Price- felt it is on the higher side!!
Anything else to do - nothing much. You got to decide you going there precisely, and let kids take tons of photo 🙂",,0
3D Art World - Interactive Museum,nazar s,https://www.google.com/maps/contrib/109672346869665601492/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIHRX5RKZ6DSQo2f-vGGVuSOuNTswaZtt9M_0aKWdewwQGh9Q=w36-h36-p-rp-mo-ba4-br100,1,5 months ago,Very Bad experience. Its Expensive: entrance for adult it's  Rs 400 and for children it's Rs 300. There is two more games outside for children and you have to pay extra. There is no QR payment. Once you enter the building they  forecefully ask your phone to subscribe to their page. They intrude you time to time for best photo. They take lots of photos of you to promote on their page without your consent.,,0
3D Art World - Interactive Museum,Kizuki Nora,https://www.google.com/maps/contrib/101652772181774247078/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVjrSy54cOyRxR9t4VuPlhWMgxrSac2AmjIKY0uKDyvGNf0K7c=w36-h36-p-rp-mo-br100,4,a year ago,I loved the experience but some guy claiming himself as Michael Jackson got me creeped out and also a drunk guy was running around then i finally realised that there was a guy on the top saying isn't the moon pretty looking at the sun. But still 10/10 though i would love to come again🥰. …,https://lh5.googleusercontent.com/p/AF1QipOk7PWApOGBP-kxnJnIsKP1wWVNblGXvOJmrjyK=w600-h450-p-k-no,2
3D Art World - Interactive Museum,Smriti Shrestha,https://www.google.com/maps/contrib/111620976204823059958/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUhobP6GrnyMC17JV3Z-CHdxJq8WAvGmeRqSmoWWg1_NUOXfvk=w36-h36-p-rp-mo-ba3-br100,2,a year ago,Enjoyed but not much interesting and the entrance fee is too much expensive as per my visit...Not satisfied,"https://lh5.googleusercontent.com/p/AF1QipODgtw3NTOaPpe0O6J7T1UAol3jx0Jos98dG7ys=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOCICOdnkabqE5ERtM52hKNbezXOHCbQr7UDdA0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOvuy9Fzbthx8-Jq6MdFa3yGT1KlmgCWRoJUWxW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOUB8gFkzOek-8lWk8b3nWblwJBz1EsIzVeFDPB=w300-h225-p-k-no",0
Nyatapola Temple,Sam Nayak,https://www.google.com/maps/contrib/116167070909696160228/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXu2yiYsAWdlCarQ23RIQYmOLTbUL_jy4DlfPBYa8OoK1TJhnPz=w36-h36-p-rp-mo-ba5-br100,5,2 months ago,"Nyatapola Temple 🙏🏼🫰🏼🇳🇵

The Nyatapola Temple is situated in Nepal’s Bhaktapur. This iconic building from the turn of the 18th century is the tallest temple in Nepal, rising to a height of more than 30 meters. The lovely brick and wood structure, resembling a pagoda, was dubbed Nyatapola, derived from the Newari terms for “roof” (pola) and “five-stepped” (nyata). It was lavishly carved.

Source: Atlas Obscura","https://lh5.googleusercontent.com/p/AF1QipPmiwBjSsYdHawbQY_FqYhOBSbatbAEuPevAoXm=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP4JQp_WIcP74wEhkD2926UNkROvT_tuNzVvI2Y=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPswQWM0C4Hx5iJsfYiCCc3qfHB05dLdsUHKWul=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMWDH0Stjrcv-fiaZ4ym_rWvw1oAQAeiuxWc1Wq=w300-h225-p-k-no",0
