place_name,reviewer_name,reviewer_link,reviewer_image,rating,date,text,photos,likes_count
Pangboche Monastery,Trypp Adams,https://www.google.com/maps/contrib/107131933996446553227/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXW7zdo1os6tDN4pSrqEZJxgIaMlnqWeHLxAGVSG6IbprI8n3g=w36-h36-p-rp-mo-ba8-br100,4,4 years ago,"The mystery of the yeti skull and hand! I talked my guide and fellow traveler into going here and thankfully he was familiar as he had to call and track down someone to open the montestary from a note on the door. He said we could hold the scalp but they weren't having any of that. The interior were Buddhist monks worship is very impressive, the yeti scalp and hand feel abit contrived but my guide(Buddhist) felt they were real and authentic. For 250 rupees, and so close to the trail, it's hard to pass up. No pictures allowed inside.","https://lh5.googleusercontent.com/p/AF1QipP93X8rTTWhUinoCadvBq6hJ6rNk-iDAd1LI6iG=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNfi_3Kr3FjkviBrTzpsonc3ZfGagOyvF1t2Yx9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMQ4RimPzUaubJoUf_5Vb5gOwyli9hVDqE8iveg=w300-h225-p-k-no",2
Pangboche Monastery,kaylara benfield,https://www.google.com/maps/contrib/113173386352151444181/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUxq1Oo5U0r7uMcXFJxxYalUVqeC1VJIkcwPcE2GZ38AgJti_4h=w36-h36-p-rp-mo-ba4-br100,5,2 years ago,The hike up the hill is brutal but this was a gorgeous place to spend the night. Our guides recommended the pizza here and it was so good!,,0
Pangboche Monastery,Kyle Eve,https://www.google.com/maps/contrib/111017470571928953544/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUdZNPonOzgFyzmTE07NCnrV-VCbxBBdFwTMMZqqHIk5uwdPvNT3A=w36-h36-p-rp-mo-ba6-br100,5,5 years ago,Beautiful monastery set in a gorgeous little village with the friendliest people.,,0
Pangboche Monastery,Clinton Cooper,https://www.google.com/maps/contrib/118383513262660401738/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWYuhHI-c5kS8qwTKqKcMj1YHpKZjmFq3d4FXgOFb1B8gAxzCU58w=w36-h36-p-rp-mo-br100,5,5 years ago,This was a pretty amazing place. The history of the place is amazing. Well worth a visit.,,1
Pangboche Monastery,Bhakti Devkota (Nepal Guide),https://www.google.com/maps/contrib/108516735863166052269/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUol-PWz_wnp9Bq1mdScLOlaPaTc0NzlriStB_3TeeDuYnOUA8K=w36-h36-p-rp-mo-br100,5,10 months ago,Nice,,0
Pangboche Monastery,MatthiasS,https://www.google.com/maps/contrib/115015086447925373620/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX5hS1S9bCNs3uGj351O2Uj25QKNkPrVOXU6cgRM87gFVVnmEtNpg=w36-h36-p-rp-mo-ba8-br100,5,5 years ago,Oldest monastery in the region,,0
Yalamber Chowk,PRAJWAL ADHIKARI,https://www.google.com/maps/contrib/110053989967037042431/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWMWKlJU5jw6rVf7rqoWLb3bRNK5pLxnjzq8_VVVGOpT4PrwN5YZA=w36-h36-p-rp-mo-ba4-br100,5,a year ago,"It's a road junction nearby Dipini School at Damak. With a wonderful statue of King Yalambar, the point is simply the best. You can take photos, pose with the great king here",,0
Yalamber Chowk,Samir Rajbanshi,https://www.google.com/maps/contrib/112220487463510468048/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLH1B_uZALxKJY-5XF1Urcm7GNlqjWdjGfPCGpyr6SlfvgECQ=w36-h36-p-rp-mo-br100,5,11 months ago,If you seeking a good haircut centre then here best haircut centre.,,0
Yalamber Chowk,pankaj shah,https://www.google.com/maps/contrib/102045734775447285882/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXwhQufwjfxTXKlZd6M61ur1kcfobic5vJl-os-XH-ChiZbE4Ks=w36-h36-p-rp-mo-ba5-br100,4,3 years ago,"Beautiful chowk, but it is just a junction of 3 ways to go different places in damak.",,1
Yalamber Chowk,Binay Khadka,https://www.google.com/maps/contrib/114788569408927902165/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXB0h-DPbSKQ4lh1uyQtKpmMZy1Pmi4v1w5M_KhS8LGlWqlowY=w36-h36-p-rp-mo-br100,5,3 years ago,Very neat and clean Damak.One of the cleanest city of Nepal.,,1
Yalamber Chowk,Milan Luitel,https://www.google.com/maps/contrib/117170793767845434946/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV7Hvf00x92n-2ltr8ipzhWhIf7AffSwAYApg-4HANwakrCMLhK=w36-h36-p-rp-mo-ba3-br100,5,6 months ago,A beautiful chowk.,,0
Yalamber Chowk,Ushan Koirala,https://www.google.com/maps/contrib/109340057450955359927/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXFqWNyjuLL8jHsRyQWQB22vgkpCo6OJA7RWDoMI2HrxD_mhAhn=w36-h36-p-rp-mo-ba4-br100,2,2 years ago,I didn't see anything special about this place.,,0
Yalamber Chowk,Ansh Dahal,https://www.google.com/maps/contrib/109133008624706155348/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLq41GVFcdlFZTS90PkVe5FbypRzuQOgVSKcgQndciX-69cYA=w36-h36-p-rp-mo-ba3-br100,5,7 months ago,Good,,0
Yalamber Chowk,Sudip Shrestha,https://www.google.com/maps/contrib/111108454874883214463/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX_W8lQ4F8PeFxPaO9-GUvGwXZRjpSOjeb8X-hJ-LHKn9doKloA=w36-h36-p-rp-mo-ba4-br100,5,a week ago,Chowk of history,,0
Balaguru Shivalaya Dham,Binod Babu,https://www.google.com/maps/contrib/101794840243238565291/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUXZM4LOsl6JEU0yy6WZ7ThywRMV-ys9XZ0DbmAHEeq1991hRvQxg=w36-h36-p-rp-mo-ba6-br100,3,a month ago,"This is a popular place to enjoy with family and kids bearing a religious mood. A portrait of the Lord Shiva has been presented in a big size in this area. Hindu tourists will get something special in the place, whereas other visitors may not enjoy it. Mainly, its location and sureounding scenic have some points of attraction along with the big statue of the Lord Shiva. I found that the road (longest route, may be 400-500 Metre) to reach the statue is deliberately left conjusted, messy, dusty, and unconstructed may be to get benefit from the so-called shortest route (200 Metre) for which the visitor should pay a heavy amount of ticket price. If you carry children and expect to spend a few hours, the shortest route fills with the kid zone, which may return your ticket price.",https://lh5.googleusercontent.com/p/AF1QipOPrx3d_adlTwOEUZqFERihbQ2hYHwp9uUqieM6=w600-h450-p-k-no,0
Balaguru Shivalaya Dham,Rajesh Bista,https://www.google.com/maps/contrib/107375938052708473549/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLaY_pw01nBKxaU2wGAKExrnjqfEgMy_0HrHVXlmIFJxR3dkQ=w36-h36-p-rp-mo-br100,5,2 weeks ago,Dami dami dami.....Shiv statue made by indian people's in token of love of Jain family.,,0
Balaguru Shivalaya Dham,sudhir mandal,https://www.google.com/maps/contrib/104000827323143735448/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUBTA-zCvphJpwJ7kUIeBRVeUB-RyDCwBlODORdrV_u8mHQT3LI6Q=w36-h36-p-rp-mo-ba3-br100,1,4 months ago,"100 rupees to visit this place. Not happy and not worth it.
Funny fact even after paying 100 rupees for this place, you will still need to pay another 5 or 10 rupess to use toilet facility. No wonder nearby business stalls are ghosted.",https://lh5.googleusercontent.com/p/AF1QipMHquVepIrp1IhLpqCcuiJHkcY3-CcFWES_elYJ=w600-h450-p-k-no,0
Balaguru Shivalaya Dham,Rajan Kumar Kushwaha,https://www.google.com/maps/contrib/109951318991676160864/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWZQ8W8sFK-ODcFpBJM88ajwttDsi56etiECX6E96N0LYL0jfnu7A=w36-h36-p-rp-mo-ba4-br100,4,a year ago,"To visit this place people have to buy tickets of 20 Rupees. There is a hanging bridge (Jhulunge pool).
My experience was amazing about this place. It is the tallest statue of Lord Shiva all over the world as the height of the statue is 143 ft. This area is surrounded by hills as it makes this place more beautiful and peaceful.❤️🔱🕉️",,0
Balaguru Shivalaya Dham,Prithvi Patil,https://www.google.com/maps/contrib/117637524940061846508/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVzC9_pVEieTJ4METXdslZ_sDYcxrCpj6unuLJl55k-zZmWeOc90g=w36-h36-p-rp-mo-ba4-br100,5,7 months ago,This place has an amazing view 😍😍 and it gets very cold in the night …,,0
Balaguru Shivalaya Dham,Anushka Acharya,https://www.google.com/maps/contrib/104290399691785185707/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVh9W-m6862hVfz8qmgeiR2jxvvUer0H7DBW28ljbTMPws0uGKu=w36-h36-p-rp-mo-ba2-br100,5,a year ago,"Nice to hangout alone or with friends. Peaceful, clean and can see beautiful sunsets .",,0
Balaguru Shivalaya Dham,Khanindra Gogoi,https://www.google.com/maps/contrib/101576131749889058425/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX7xI4ilhCwRHCeBVorQyMWt1BN_rwypdYdAJaRW6vhhdul0tdx=w36-h36-p-rp-mo-ba4-br100,4,10 months ago,Nice place,,0
Balaguru Shivalaya Dham,Purushottam Saraf,https://www.google.com/maps/contrib/115627041787267302168/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVONhRs1cq1qFG_PWLz_Gqff-lMYxirzRrqw_uOKQL68hdnW4Zw8A=w36-h36-p-rp-mo-ba3-br100,3,9 months ago,Roads are not good,,0
21st Century Art Gallery,Angela Painter,https://www.google.com/maps/contrib/115548214371104497335/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVsBeyIZG2Ph0fSCMOvyfb7If9U7avqbJM0vQ2e1WKIVfpmF_ac4g=w36-h36-p-rp-mo-br100,5,7 months ago,"I brought home to Canada a beautiful painting of Annapurna from 21st Century Art Gallery, I absolutely LOVE IT!
Pramod was very professional and wrapped the painting up well for the long trip back to Canada.
I highly recommend 21st Century Art Gallery if you are considering bringing home an art piece!","https://lh5.googleusercontent.com/p/AF1QipOlzcsvjUpgNcj5yXebP1teESS_0WnSUIykGe7L=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMEaalifq0jWo_i24mPhJnl1SZdgPC0T51Vc3Iw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPH_FbwdBjrg4XhFWwfSSdpR0fYJysDztD_WFWf=w300-h225-p-k-no",1
21st Century Art Gallery,Will,https://www.google.com/maps/contrib/111080056510815899014/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWukexj6vJrNs3Bc6qyTZ3vqLuT-1Hucx0fK9hX9KQjKi_yg8GI=w36-h36-p-rp-mo-br100,5,4 years ago,"I purchased a painting whilst visiting from the UK after a long trek. Run by two brothers, a family enterprise, you are welcomed with a smile when you arrive in. I did not think I would buy anything, I was 22. But I did in the end, to my suprise. It was carefully wrapped and it made it back to the UK in my luggage, no issues.
I love my painting! They are very talented painters, not that I know much really; but its definately worth a visit whilst wandering around Thamel.",,2
21st Century Art Gallery,Daniel Kögler,https://www.google.com/maps/contrib/105614965965590506093/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXGKGU95qq_PRLJgTtjtxBxm9Wv4nFbeYk-HpGNIxCiJwfUedDSng=w36-h36-p-rp-mo-ba3-br100,5,3 months ago,Most beautiful arts in Kathmandu!,,0
21st Century Art Gallery,Pratham Raj Bajracharya,https://www.google.com/maps/contrib/104328061199659113070/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVlcztb_KkQz-iftEutRhPXmUIi6QpwOm8q0HMgEf3VJFX4rJ4y=w36-h36-p-rp-mo-ba3-br100,5,6 years ago,"Manoj, Pramod and Gunjan are very talented artist in kathmandu. They are versatile in their field of painting. You must visit this family artists.",,2
21st Century Art Gallery,BK ART Gallery,https://www.google.com/maps/contrib/107517634391381042499/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWW8iiahzvutHqYzuwnx5sJxRbwKqOg0O8-9lGeSaA-1oPFhnY=w36-h36-p-rp-mo-ba4-br100,5,2 years ago,Nice for art.,,1
21st Century Art Gallery,Tyler Kunz,https://www.google.com/maps/contrib/106711325460778625295/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXwmh_0sGUkx16CVr8h617NriwqtPOT98pMs4Faagz1vydYN8jgEA=w36-h36-p-rp-mo-ba2-br100,5,8 months ago,,,0
21st Century Art Gallery,Lisa Schäfer,https://www.google.com/maps/contrib/117632094520217830478/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJ7OYSe3G4xgI4lTUOuIbY3tK6Suhl-ytKnuFajD5DyQJpUGrA=w36-h36-p-rp-mo-br100,5,a year ago,,,0
21st Century Art Gallery,adrian yonzon,https://www.google.com/maps/contrib/109254987966902586997/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWWN6lv9FPPHt7hnR8OuGXYnPw4DPLPu40dXn4kh-0V_SVIxm9Z=w36-h36-p-rp-mo-br100,5,2 years ago,,,0
3D Art World - Interactive Museum,Sakar Shrestha,https://www.google.com/maps/contrib/102247146088601285597/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK9WfGXG99I1BYlf3t-vVJrKywbQkLMmBsSAW2B1HesKP1d0g=w36-h36-p-rp-mo-ba3-br100,3,a year ago,"I find the place just fine. Area is not that big and span across 3 floors. A bit congested when there is even mild crowd. Good thing is they tried to explain and even have few staff in few rooms to explain and guide on taking photos in better way. But the lighting effects are not proper, placement of AC and light switches disturbs the better view. Would have been better if this is somewhere in mall than in a far place surrounded by residential areas.","https://lh5.googleusercontent.com/p/AF1QipPHDMxnlWT5n3Lzz-Cl02tO1p5miEUTPKfwMMGw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNph5fAMgOX_qCaxu9FLQ3tXQwinfyd5elLaMUT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMxD4bojH-fW-OQ_QKkf6zjXMxJ1uNncHBJI51_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOyrXIW9MAGvFucn3D_PJSER-rxtVkPSFyl-_Cm=w300-h225-p-k-no",0
3D Art World - Interactive Museum,Bijaya Bhandari,https://www.google.com/maps/contrib/103429307234260224361/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXazuG_Qq4qFRLJGh8ej5AfBaYFLk5pv7wgS50b8SuC__bDbEyNTg=w36-h36-p-rp-mo-ba4-br100,2,6 months ago,"I found this place not so intresting
Charges are high
Even they don't have fonepay or nepal pay
They accept banking transfer
Which costs extra","https://lh5.googleusercontent.com/p/AF1QipPOc8TKS7b_8PTTMo5GNuELqgYEQiw52b7OmB7Z=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNpssuCSdRyBRD4_B3V0QYroz6A-M0IuaY4MqOT=w300-h450-p-k-no",0
3D Art World - Interactive Museum,Sundar Devkota,https://www.google.com/maps/contrib/115538624462047750430/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXdJqAJC-QJUqCljbp8TcXbk5pSbHjGpFbzPSUydS-9gPRI4ed9=w36-h36-p-rp-mo-ba4-br100,4,4 months ago,This Museum is best for kids in one say outing in kathmandu valley .,https://lh5.googleusercontent.com/p/AF1QipMzMvKLtKaMA4qhaoVsRfd7kia57cNO8WdTMiLg=w600-h450-p-k-no,0
Aadeshwar Mahadev Temple,Gobinda kumar shrestha,https://www.google.com/maps/contrib/114052815321538410243/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWwfVxuqP1CzBMFOQd7PnweNBgrRkKz50bCBn2vxf7v9zmuZlbV=w36-h36-p-rp-mo-ba4-br100,5,4 months ago,A beautiful quiet picturesque place near the city where people go to practice religion.,"https://lh5.googleusercontent.com/p/AF1QipMyALt0RmC6GMgD4y75VZ_OuObojgVfMfOy5fpa=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM8d_ohky1CbwtFbYEU5gTDmzyNd7E3yL4_bSLw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM_V0OiIFd1c6NYaHozsoasYLF170LhQjKXSZkr=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOA89C7M1ktmE0JD3RSug1AGn2RV5fniVjknCd6=w300-h225-p-k-no",0
Aadeshwar Mahadev Temple,Nickace Buzzlightyear,https://www.google.com/maps/contrib/105593709235963434837/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVVXwWSJgvs1GsBFUu76rydNTWnszq5MJ_JzbXw9hmXUFQdAI0=w36-h36-p-rp-mo-ba6-br100,4,2 weeks ago,"Aadeshwar Mahadev Temple is a hidden gem near the heart of Kathmandu, situated few kilometers near to Sitapaila chowk. There are other temples like hanuman temple, sapta rishi temple in the periphery surrounding Aadeshwara Mahadev temple along with ancient stone carvings in Ranjana lipi of Newari Dynasty more ancient than the over exaggerated clamour of Sanskrit language being the older ones.",,0
Aadeshwar Mahadev Temple,Gaurab Dhungana,https://www.google.com/maps/contrib/103601280526184359504/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWtvumghLmO6YdZNf4F7cpYoB-_I4UWMODDw8qSGivlNVWBE7jg=w36-h36-p-rp-mo-ba6-br100,5,5 months ago,"Adeshwor Temple in Sitapaila, Kathmandu, is a prominent Hindu shrine dedicated to Lord Shiva. The temple is situated in a serene location, providing a peaceful environment for worship and reflection. Its traditional architecture includes a pagoda-style structure with intricate carvings, typical of Nepalese temple design. Adeshwor Temple is a significant spiritual site for local devotees, who visit to seek Shiva’s blessings and participate in religious rituals. The temple also plays a central role in local festivals and cultural events, making it a key part of the community’s spiritual life and heritage. Its tranquil setting and historical importance contribute to its role as an important religious landmark in the region.",,0
Aadeshwar Mahadev Temple,Sri Krishna Basnet,https://www.google.com/maps/contrib/106734192963684668050/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVO0_Ro7vumQuqVatLn5xDjbXNUMJNsL8T8piWeW5-RkgoH0IG9EA=w36-h36-p-rp-mo-ba5-br100,5,5 years ago,This is historically mentioned place and situated in very peaceful and lovely place Sitapaila.,"https://lh5.googleusercontent.com/p/AF1QipPe92vHxAr4R-8kHRdjc6xVrt_gqghL0Lvn5W9x=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP8Pw9M-ISkj8gaE8PjTpG3Kei9Bo3Mng69h0hF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNEbCqH8g-NyQH57a6fUeVbMEPaE5B_2G-_rInO=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPXvbu1yemdJQ3VB_rn7Kb4FitF2AVOjklzEvEL=w300-h225-p-k-no",0
