id,name,address,latitude,longitude,rating,second_word,types,description
129,Sankhamul Park,"Kathmandu 44600, Nepal",27.6788847,85.3312506,4.1,Nepal,"park, point_of_interest, establishment",
130,Tinkune Park,"Ring Rd, Kathmandu 44600, Nepal",27.6853659,85.3488678,3.5,Kathmandu,"park, point_of_interest, establishment",
131,Madan Bhandari Smriti Vatika,"Kathmandu 44600, Nepal",27.681429,85.3433998,4.3,Nepal,"park, point_of_interest, establishment",
132,BUDDHA PARK Boudhanath,"44600, Kathmandu, Nepal",27.7223837,85.3614813,4.5,Kathmandu,"park, tourist_attraction, point_of_interest, establishment",
133,Suryamukhi Park,"Kathmandu 44600, Nepal",27.6905987,85.3670526,4.1,Nepal,"park, point_of_interest, establishment",
134,Balaju Park,"P8M2+GFM, Trishuli Hwy, Kathmandu 44600, Nepal",27.7338465,85.3011804,4.1,Trishuli Hwy,"park, amusement_park, tourist_attraction, point_of_interest, establishment",
135,Buddha park,"M7RV+326, Kathmandu 44600, Nepal",27.6902968,85.2928922,4.7,Kathmandu,"park, point_of_interest, establishment",
136,Shankha Park,"P8MV+93R, Pragati Tole Marg, Kathmandu 44600, Nepal",27.7334797,85.3426304,4.2,Pragati Tole Marg,"park, point_of_interest, establishment",
137,New Baneshwor Park,"M8QP+X7M, Kathmandu 44600, Nepal",27.6899742,85.3356834,3.8,Kathmandu,"park, point_of_interest, establishment",
139,Narayanchaur Park Naxal,"Sama Marga, Kathmandu 44600, Nepal",27.7145886,85.3255148,4.4,Kathmandu,"park, point_of_interest, establishment",
140,Jump KTM Indoor Trampoline Park,"Dhumbarahi Marg, Kathmandu 44600, Nepal",27.7346197,85.3462353,4,Kathmandu,"amusement_park, park, point_of_interest, establishment",
141,Switzerland Park Aloknagar,"M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal",27.6826285,85.3386885,4.2,Unnamed Road,"park, point_of_interest, establishment",
142,Namuna Park,"M9Q7+HH5, Kathmandu 44600, Nepal",27.6888768,85.3639724,4.1,Kathmandu,"park, point_of_interest, establishment",
143,Raniban Park,"P7PQ+GGX Ward no 1, Raniban Park, Nagarjung, Kathmandu 44600, Nepal",27.7363667,85.2888608,4.3,Raniban Park,"park, point_of_interest, establishment",
144,Khusibu Children Park,"P892+465, Kathmandu 44600, Nepal",27.7177548,85.3006209,4.2,Kathmandu,"park, point_of_interest, establishment",
145,Bhurungkhel Green Park,"P853+VWW, Burakhya Marg, Kathmandu 44600, Nepal",27.7097317,85.3048404,3.8,Burakhya Marg,"park, point_of_interest, establishment",
146,Children’s Park,"P8WW+5VW, Kathmandu 44600, Nepal",27.7454886,85.3472111,4,Kathmandu,"park, point_of_interest, establishment",
147,Samakhusi Children Park,"P8F7+JC5, Road, Kathmandu 44600, Nepal",27.7240061,85.3136197,3.8,Road,"park, point_of_interest, establishment",
148,Apple Ground Public Park Narephat,"M992+HHW, Kathmandu 44600, Nepal",27.6684625,85.3517663,4,Kathmandu,"park, point_of_interest, establishment",
149,Bhadrakali park,"M8X8+MXR, Kathmandu 44600, Nepal",27.6992387,85.3173864,4,Kathmandu,"park, point_of_interest, establishment",
150,Pushpalal Memorial Park,"P853+X5J, Pushpalal Path, Kathmandu 44600, Nepal",27.7099652,85.3028848,4,Pushpalal Path,"park, point_of_interest, establishment",
151,Kripalu Udhyan,"Kathmandu 44600, Nepal",27.707939,85.345415,4.6,Nepal,"park, point_of_interest, establishment",
152,Shanti Park,"P8J8+GQW, Kathmandu 44600, Nepal",27.7313634,85.3169568,3.4,Kathmandu,"park, point_of_interest, establishment",
153,Mitra Park,"M7RV+3FM, Gaurishankar Sadak, Kathmandu 44600, Nepal",27.690445,85.2935547,3.9,Gaurishankar Sadak,"park, point_of_interest, establishment",
154,Kumari Chaur Park,"P994+28Q, Kathmandu 44600, Nepal",27.7174624,85.3558678,3.9,Kathmandu,"park, point_of_interest, establishment",
155,The Handigaun Triangle (dhungedhara) park,"Handigaun Marg, Kathmandu 44600, Nepal",27.7187081,85.3371799,3.9,Kathmandu,"park, point_of_interest, establishment",
156,Dovan Park,"M8HM+GX2, Kathmandu 44600, Nepal",27.6788056,85.3345194,4.2,Kathmandu,"park, point_of_interest, establishment",
157,Janamaitri Park (Pepsicola Town Plan),"gaauraiipautara maaraga, Kathmandu 44600, Nepal",27.6920404,85.364882,4.2,Kathmandu,"park, point_of_interest, establishment",
158,Sahayoginagar Park,"M8JP+2VH, Kathmandu 44600, Nepal",27.6798765,85.3370561,4.3,Kathmandu,"park, point_of_interest, establishment",
159,Salik Chowk Park,"M7WG+PVP, Kathmandu 44600, Nepal",27.6968398,85.2771942,4.1,Kathmandu,"park, point_of_interest, establishment",
160,Earthquake Memorial park,"P74Q+G9M, Kathmandu 44600, Nepal",27.7065081,85.2884511,4.9,Kathmandu,"park, point_of_interest, establishment",
161,Ranibari Community Forest,"Kathmandu 44600, Nepal",27.7308175,85.321047,4.4,Nepal,"park, point_of_interest, establishment",
162,Airport Nagar Children’s Park,"Kathmandu 44600, Nepal",27.7024696,85.3660836,4.5,Nepal,"park, point_of_interest, establishment",
163,Bancharetar Chowk (banacharae taara chaoka),"P979+G89, Kathmandu 44600, Nepal",27.7137883,85.3683668,4.5,Kathmandu,"park, point_of_interest, establishment",
164,Whoopee Land Amusement Water Park,"Kathmandu 44600, Nepal",27.6620256,85.2875264,4.1,Nepal,"amusement_park, park, lodging, restaurant, food, point_of_interest, establishment",
165,Ghyoi Lisang Peace Park,"P9C6+XHF, Unnamed Road, Kathmandu 44600, Nepal",27.7224362,85.3614313,4.7,Unnamed Road,"park, point_of_interest, establishment",
166,Bagmati Nagar Park,"P975+WWP, Kathmandu 44600, Nepal",27.714826,85.359817,4.5,Kathmandu,"park, point_of_interest, establishment",
167,Miku Nepal,"Narayanchaur, Kathmandu 44604, Nepal",27.7148397,85.3249456,4.2,Kathmandu,"park, store, point_of_interest, establishment",
168,Setopool Park,"P83P+683, Kathmandu 44600, Nepal",27.70302,85.3358048,4.7,Kathmandu,"park, point_of_interest, establishment",
169,Dharahara Park dharaharaa bagaaichaa,"P827+55C, Shundara marg, Kathmandu 44600, Nepal",27.7006755,85.3130526,4.3,Shundara marg,"park, point_of_interest, establishment",
170,Nepal Rastra Bank Sworna Jayanti Park,"P8FJ+R7M, Kathmandu 44600, Nepal",27.7245933,85.3306724,4.7,Kathmandu,"park, point_of_interest, establishment",
171,Pasupatinath forest,"Unnamed Road, Kathmandu 44600, Nepal",27.7112392,85.3518243,4.5,Kathmandu,"park, point_of_interest, establishment",
172,Bhugol Park,"P834+PX3, Infront of bishal bazar, near basantpur, nayaaँ sadaka, Kathmandu, Nepal",27.704272,85.307417,4.3,Infront of bishal bazar,"park, point_of_interest, establishment",
173,pashupatinath park,"44600, Kathmandu 44600, Nepal",27.7102241,85.3494938,5,Kathmandu,"park, point_of_interest, establishment",
174,khotang bazar,"2VR2+45P, 2, Khotang Bazar 56200, Nepal",27.0403397,86.8504639,0,2,"park, point_of_interest, establishment",
175,Union Park,"M8PG+6GJ, Park Ln, Lalitpur 44700, Nepal",27.6855826,85.3262662,3.9,Park Ln,"park, point_of_interest, establishment",
176,Yaualakhel Park,"M8H5+44J, Lalitpur 44701, Nepal",27.6778486,85.3077674,4,Lalitpur,"park, point_of_interest, establishment",
177,Jawalakhel Park,"M8F7+897, Lalitpur 44600, Nepal",27.6732833,85.3134109,4.3,Lalitpur,"park, point_of_interest, establishment",
178,"Kusunti Height, Bista Pakha Park","M866+4G5, Lalitpur 44700, Nepal",27.6595799,85.3113759,4,Lalitpur,"park, point_of_interest, establishment",
179,Manmohan Park,"M7JX+VRV, Lalitpur 44600, Nepal",27.6822363,85.2995521,3.6,Lalitpur,"park, point_of_interest, establishment",
180,Syosyo Hajurba Chowk Park,"M866+93V, Kusunti-13, Hajurba Chowk, Kusunti Kumar Peeth Marg, Lalitpur 44700, Nepal",27.6607405,85.3100864,4.2,Kusunti-13,"park, point_of_interest, establishment",
181,Guita Open Garden,"M8CM+JC7, Lalitpur 44600, Nepal",27.6715494,85.3335605,4.1,Lalitpur,"park, point_of_interest, establishment",
182,Duniya Danda Green Park,"M827+3QP, Lalitpur 44700, Nepal",27.6502044,85.314441,3.8,Lalitpur,"park, point_of_interest, establishment",
183,Lalitpur Metro Park,"M8G8+MJ2 Jhanakhya Metro Park jhanaakhayah maetarao paaraka, Lalitpur 44600, Nepal",27.6767753,85.3164651,4.7,Lalitpur,"park, point_of_interest, establishment",
184,Sahid Smarak Park,"M8Q2+8GM, Lalitpur 44600, Nepal",27.6883469,85.3013095,3.8,Lalitpur,"park, point_of_interest, establishment",
185,Safal Park,"M864+FXP, Lalitpur 44600, Nepal",27.6612102,85.3074545,4,Lalitpur,"park, point_of_interest, establishment",
186,Jwagal Children Park / Jwagala Machakhya,"M8PC+CHP, Lalitpur 44600, Nepal",27.6866,85.3219281,4,Lalitpur,"park, point_of_interest, establishment",
187,Butterfly square,"Lalitpur 44600, Nepal",27.673398,85.315603,4.7,Nepal,"park, point_of_interest, establishment",
188,"Imadol, Bhojhepokhari","M87x + WFM, Boege Plow Route, Lalitpur 4460, NEPAL",27.6648369,85.3486734,4.3,Bowez pool route,"park, point_of_interest, establishment",
189,Shovahiti(dhaungagaedhaaraa),"M848+RGW, Lalitpur 44700, Nepal",27.6571154,85.3163243,3.7,Lalitpur,"park, point_of_interest, establishment",
190,Shanti Batika,"M8C6+8PC, Lalitpur 44600, Nepal",27.6708246,85.3117779,4.1,Lalitpur,"park, point_of_interest, establishment",
191,Bagdole Batika,"M77W+VPW, Bagdol Rd, Lalitpur 44600, Nepal",27.6647495,85.2968308,4.2,Bagdol Rd,"park, point_of_interest, establishment",
192,dadathok park,"Lalitpur, Nepal",27.6331875,85.3823125,4.1,Nepal,"park, point_of_interest, establishment",
193,"Gagan Batika, Nagbahal","M8GF+8G5, Nagabahal - Nyadha Galli, Lalitpur 44600, Nepal",27.6757678,85.3238613,4.5,Nagabahal - Nyadha Galli,"park, point_of_interest, establishment",
194,Patan Dhoka Chautara (chaautaaraii),"M8HC+C9H, Campus Rd, Lalitpur 44700, Nepal",27.6784528,85.3209749,4.5,Campus Rd,"park, point_of_interest, establishment",
195,Pocket park,"M8F7+XV3, Lalitpur 44600, Nepal",27.674891,85.3146708,5,Lalitpur,"park, point_of_interest, establishment",
196,Park bagaaichaa,"M885+QC7, Ekantakuna Rd, Lalitpur 44600, Nepal",27.666975,85.308411,4,Ekantakuna Rd,"park, point_of_interest, establishment",
197,Hattiban,"J8XM+HHW, gaodaawaraii raoड़, Lalitpur 44700, Nepal",27.6484973,85.3335739,4.8,gaodaawaraii raoड़,"park, point_of_interest, establishment",
198,Park,"M8G5+68G, Lamochaur Sadak, Lalitpur 44600, Nepal",27.6755722,85.3083139,5,Lamochaur Sadak,"park, point_of_interest, establishment",
199,Playground Park,"M8HJ+7MV Bangalamukhi, Sankhamul - Balkumari Rd, Lalitpur 44700, Nepal",27.6784653,85.3316199,3,Sankhamul - Balkumari Rd,"park, point_of_interest, establishment",
200,Imukhel Bal Udhyan,"M8HG+9GV, Lalitpur 44600, Nepal",27.6784968,85.3261163,4.2,Lalitpur,"park, point_of_interest, establishment",
201,Lamochaur Jhamsikhel Park,"M8G5+PGP, Jhamsikhel Road, Lalitpur 44600, Nepal",27.6765137,85.3089261,3.3,Jhamsikhel Road,"park, point_of_interest, establishment",
202,Jhanakhya Metro Park jhanaakhayah maetarao paaraka,"M8G8+JJC, Lalitpur 44600, Nepal",27.6765719,85.3165,4.2,Lalitpur,"park, point_of_interest, establishment",
203,Shant Vawan Uddhan,"M8J4+35W, Milap Rd, Lalitpur 44600, Nepal",27.6802361,85.3054521,4,Milap Rd,"park, point_of_interest, establishment",
204,RN Joshi Museum / Park Gallery,"Opposite to Jhamsikhel Road, Pulchowk, Lalitpur 44600, Nepal",27.6754787,85.3159635,3.5,Pulchowk,"tourist_attraction, art_gallery, museum, point_of_interest, establishment",
205,Public Fitness Park,"J8MQ+WXC, Lalitpur 44700, Nepal",27.6349745,85.3399475,5,Lalitpur,"park, point_of_interest, establishment",
206,Mahalaxmisthan,"M869+VGQ, M869+H8C Mahalaxmisthan Chowk, Lalitpur 44700, Nepal",27.661345,85.3183185,4,M869+H8C Mahalaxmisthan Chowk,"park, point_of_interest, establishment",
207,Ganeshman Singh Park ganaeshamaana saimha paaraka,"Administrative staff college, Lalitpur 44600, Nepal",27.670977,85.3121766,4,Lalitpur,"park, point_of_interest, establishment",
208,Small park,"M8C6+8PC Shanti Batika, Lalitpur 44600, Nepal",27.6708704,85.3118591,3,Lalitpur,"park, point_of_interest, establishment",
209,Khusi The Happiness,"J8VH+WPF, Airawat, Lalitpur 44700, Nepal",27.6448163,85.3293102,4.2,Airawat,"park, point_of_interest, establishment",
210,lagankhel,"M88C+GV8, Lalitpur 44700, Nepal",27.6662809,85.3222121,4,Lalitpur,"park, point_of_interest, establishment",
211,King Birendra Circle Statue,"M8F7+4CX, Lalitpur 44600, Nepal",27.6728544,85.3136146,4.3,Lalitpur,"park, point_of_interest, establishment",
212,"Ookhar Bottom, sitapakha, Lalitpur","J8XR+64H, Ookharko Bot, Sitapakha, Lalitpur, Nepal",27.6480741,85.3403555,5,Ookharko Bot,"park, point_of_interest, establishment",
213,East's Nest Bike Park,"Lalitpur 44600, Nepal",27.677599,85.300297,3.4,Nepal,"park, point_of_interest, establishment",
214,Ji Southwestā Chuka,"M8FG+948, Lalitpur 44700, Nepal",27.6733286,85.3255595,4,Lalitpur,"park, point_of_interest, establishment",
215,Dhadkhola,"Harraboat Lamjung, Tarkughat 33600, Nepal",28.1180855,84.4403973,0,Tarkughat,"park, point_of_interest, establishment",
216,Martyr Rudra Pakhrin Memorial Park,"C39F+M5H, Makwanpurgadhi, Nepal",27.4191828,85.0729705,4.6,Makwanpurgadhi,"park, point_of_interest, establishment",
217,Nachai,"M288+MM7, Manang 33500, Nepal",28.666667,84.016667,0,Manang,"park, point_of_interest, establishment",
218,Milarepa Memorial Park,"M28G+857, Manang Sadak, Bhraka 33500, Nepal",28.6657967,84.0254185,5,Manang Sadak,"park, point_of_interest, establishment",
219,Thorang peak,"QXCJ+83M, Tanki Manang 33500, Nepal",28.7708273,83.9801738,4,Tanki,"park, point_of_interest, establishment",
220,Thorang La Pass,"QWVQ+CFQ, Thorong Phedi - Thorong La Rd, Tanki Manang 33500, Nepal",28.7935762,83.9387337,4.9,Thorong Phedi - Thorong La Rd,"park, point_of_interest, establishment",
221,Gangapurna Lookout,"M259+MV8, Manang 33500, Nepal",28.65904,84.0199,0,Manang,"park, point_of_interest, establishment",
222,Blue Lake,"J3R8+RCR, Upper Manang 33500, Nepal",28.6421108,84.0660141,5,Upper,"park, point_of_interest, establishment",
223,Dendi Sherpa Lookout Point,"M259+MV8, Manang 33500, Nepal",28.6591295,84.0197269,5,Manang,"park, point_of_interest, establishment",
224,Balbahadur statue,"8G44+3QG, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.3051782,86.5069525,4.3,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment",
225,BHUSUNE JUNGLE,"7FGR+85G, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.2758147,86.4904445,5,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment",
226,Hilephani Hillander,"Harkapur-Okhaldhunga Road, 56100, Nepal",27.1696277,86.4303379,3.9,56100,"park, point_of_interest, establishment",
227,Palpa fun park,"RMC5+4X5 Palpa dawnpawa, Rahabas Jhadewa Sadak, Humin 32500, Nepal",27.820255,83.659997,0,Rahabas Jhadewa Sadak,"park, point_of_interest, establishment",
228,Parbat singh ka bera,"6MFX+VF3 Parbat singh ka bera, asana 33400, Nepal",28.2246464,83.6986568,0,asana,"park, point_of_interest, establishment",
229,YB chok,"4RQM+3HM, Pyuthan 22300, Nepal",28.1377115,82.8339308,5,Pyuthan,"park, point_of_interest, establishment",
230,baaisadhaaraa maula (Baaisdhara Mul),"4W69+5CJ, Pyuthan 22300, Nepal",28.1104517,82.9185066,4.6,Pyuthan,"park, point_of_interest, establishment",
231,bajaenaii,"4RHP+8GM, Pyuthan 22300, Nepal",28.1283469,82.8362814,5,Pyuthan,"park, point_of_interest, establishment",
232,Stealthy pig quartara,"4RMM+WQP, Pyuthan 22300, Nepal",28.134603,82.834922,5,Pyuthan,"park, point_of_interest, establishment",
233,"Sahid Smirti Park, Gajuri","4V55+7R2, Pyuthan 22300, Nepal",28.1081469,82.8595214,2,Pyuthan,"park, point_of_interest, establishment",
234,Ganesh Mandir Park,"3VPJ+63P, Pyuthan 22300, Nepal",28.085595,82.8802133,0,Pyuthan,"park, point_of_interest, establishment",
235,Bhalabang,"4Q3M+HJP, Pyuthan 22300, Nepal",28.1039634,82.7840712,4.5,Pyuthan,"park, point_of_interest, establishment",
236,Chautara juction,"3QXP+6C, Pyuthan 22300, Nepal",28.0980025,82.7860517,0,Pyuthan,"park, point_of_interest, establishment",
237,saomarae dhaaraa,"4RQM+M6G, Pyuthan 22300, Nepal",28.1391788,82.8330631,5,Pyuthan,"park, point_of_interest, establishment",
238,Pratikshya laye,"3VGR+8H, Pyuthan 22300, Nepal",28.0758409,82.8914752,0,Pyuthan,"park, point_of_interest, establishment",
239,Rattari,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment",
240,Okhaldhunga chaur,"3QVQ+8Q, Pyuthan 22300, Nepal",28.0932658,82.7893934,0,Pyuthan,"park, point_of_interest, establishment",
241,LAXMAN HOUSE,"5VCG+8QF, Pyuthan 22300, Nepal",28.1708889,82.8764444,0,Pyuthan,"park, point_of_interest, establishment",
242,dhaaiirae,"5V4V+RV7, Pyuthan 22300, Nepal",28.157048,82.8946831,0,Pyuthan,"park, point_of_interest, establishment",
243,Gajuri,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment",
244,The door Island open,"5VCQ+X84, Pyuthan 22300, Nepal",28.1723944,82.8883297,0,Pyuthan,"park, point_of_interest, establishment",
245,Pokhrel newas,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment",
246,Sundar foam house,"4W72+FQF, Pyuthan 22300, Nepal",28.1136814,82.9019164,0,Pyuthan,"park, point_of_interest, establishment",
247,Mallarani,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,0,Pyuthan,"park, point_of_interest, establishment",
248,Damti suspension bridge,"4WW4+5XX, Pyuthan 22300, Nepal",28.1454996,82.90748,0,Pyuthan,"park, point_of_interest, establishment",
249,BITAR RASAM PARK BITAR RAMAD PAR,"Ramechhap Rd, Ramechhap 45400, Nepal",27.3642715,86.0769488,3.7,Ramechhap,"park, point_of_interest, establishment",
250,Dadako Park,"74WR+XM8, Ramechhap 45400, Nepal",27.2974055,86.1417017,5,Ramechhap,"park, point_of_interest, establishment",
